metric,model_A,model_B,mean_A,mean_B,delta,ci_low,ci_high,p_raw,p_BH,p_holm,sig_raw,sig_BH,sig_holm
spec,LGB (tuned),RF (tuned),0.8854582302141317,0.9168674033000004,-0.03140917308586874,-0.04228050016769963,-0.021655782144108026,0,0,0,TRUE,TRUE,TRUE
spec,LGB (tuned),Transformer,0.8854582302141317,0.531384722687577,0.35407350752655475,0.30457734842331985,0.399692424561614,0,0,0,TRUE,TRUE,TRUE
spec,LGB (tuned),XGB (default),0.8854582302141317,0.8138069409247455,0.07165128928938623,0.060280941831789746,0.08362413313715665,0,0,0,TRUE,TRUE,TRUE
spec,LGB (tuned),XGB (tuned),0.8854582302141317,0.6912145550284525,0.19424367518567917,0.16652805274625482,0.22271335387109525,0,0,0,TRUE,TRUE,TRUE
spec,LR,RF (default),0.6425359884870512,0.9314267557789168,-0.28889076729186564,-0.3305146707253055,-0.2480102423756722,0,0,0,TRUE,TRUE,TRUE
spec,LR,RF (tuned),0.6425359884870512,0.9168674033000004,-0.27433141481294926,-0.31756702035839,-0.23283692966614766,0,0,0,TRUE,TRUE,TRUE
spec,LR,Transformer,0.6425359884870512,0.531384722687577,0.1111512657994742,0.04263567403486143,0.17783502926261113,0.004,0.006,0.256,TRUE,TRUE,FALSE
spec,LR,XGB (default),0.6425359884870512,0.8138069409247455,-0.1712709524376943,-0.2090995712198315,-0.13024530310976093,0,0,0,TRUE,TRUE,TRUE
spec,LR,XGB (tuned),0.6425359884870512,0.6912145550284525,-0.04867856654140136,-0.08333067644419298,-0.006610116250347227,0.034,0.04601503759398496,1,TRUE,TRUE,FALSE
spec,RF (default),RF (tuned),0.9314267557789168,0.9168674033000004,0.014559352478916345,0.007219655175819081,0.022712498009075367,0,0,0,TRUE,TRUE,TRUE
spec,RF (default),Transformer,0.9314267557789168,0.531384722687577,0.40004203309133984,0.3460808544116026,0.44700386743820275,0,0,0,TRUE,TRUE,TRUE
spec,RF (default),XGB (default),0.9314267557789168,0.8138069409247455,0.11761981485417132,0.09570106383721155,0.1415490325527,0,0,0,TRUE,TRUE,TRUE
spec,RF (default),XGB (tuned),0.9314267557789168,0.6912145550284525,0.24021220075046426,0.20226057063043562,0.2803050182012357,0,0,0,TRUE,TRUE,TRUE
