metric,model_A,model_B,mean_A,mean_B,delta,ci_low,ci_high,p_A_gt_B,p_two_sided
bal_acc,Attention (tuned),LGB (tuned),0.6196176283052847,0.586916696000842,0.03270093230444271,0.018380101875482065,0.048059831560079015,1,0
bal_acc,Attention (tuned),LR,0.6196176283052847,0.6338292854408476,-0.01421165713556297,-0.034938589255385566,0.004841429459047387,0.074,0.148
bal_acc,Attention (tuned),RF (default),0.6196176283052847,0.5776772020554244,0.041940426249860226,0.02757576098443748,0.05696210365514559,1,0
bal_acc,Attention (tuned),RF (tuned),0.6196176283052847,0.577660400157234,0.041957228148050654,0.006769338133712135,0.07727809975689423,0.99,0.02
bal_acc,Attention (tuned),Transformer,0.6196176283052847,0.5972668221777979,0.022350806127486765,0.00635838741736151,0.037996105590414525,0.998,0.004
bal_acc,Attention (tuned),XGB (default),0.6196176283052847,0.6153074147476287,0.004310213557655913,-0.007477652124135241,0.016609144181569047,0.789,0.422
bal_acc,Attention (tuned),XGB (tuned),0.6196176283052847,0.6424139355233309,-0.022796307218046336,-0.06072396347165542,0.018173293216572153,0.14,0.28
bal_acc,DT,Attention (default),0.6157896373458372,0.609466027473371,0.006323609872466304,-0.014489231695227478,0.02754041279197319,0.721,0.558
bal_acc,DT,Attention (tuned),0.6157896373458372,0.6196176283052847,-0.0038279909594473916,-0.025177156399652147,0.01806698324858478,0.369,0.738
bal_acc,DT,LGB (default),0.6157896373458372,0.5896914990090194,0.026098138336817883,-7.819480416430876e-4,0.052901342779100025,0.973,0.054
bal_acc,DT,LGB (tuned),0.6157896373458372,0.586916696000842,0.028872941344995316,0.0023700213690782163,0.055216127381954055,0.983,0.034
bal_acc,DT,LR,0.6157896373458372,0.6338292854408476,-0.01803964809501036,-0.03748874916599199,-5.189522137453155e-4,0.021,0.042
bal_acc,DT,RF (default),0.6157896373458372,0.5776772020554244,0.03811243529041284,0.010585463317882479,0.06872801259313083,0.995,0.01
bal_acc,DT,RF (tuned),0.6157896373458372,0.577660400157234,0.038129237188603254,0.009059284812027767,0.0677679441323044,0.997,0.006
bal_acc,DT,Transformer,0.6157896373458372,0.5972668221777979,0.01852281516803938,-0.006027706084930706,0.0401572499569483,0.938,0.124
bal_acc,DT,XGB (default),0.6157896373458372,0.6153074147476287,4.8222259820852284e-4,-0.020727790235141746,0.019235414341529648,0.526,0.948
bal_acc,DT,XGB (tuned),0.6157896373458372,0.6424139355233309,-0.02662429817749372,-0.06286556826164548,0.014169299871709794,0.093,0.186
bal_acc,LGB (default),Attention (default),0.5896914990090194,0.609466027473371,-0.019774528464351578,-0.03762295162361902,0.001058480682109583,0.03,0.06
bal_acc,LGB (default),Attention (tuned),0.5896914990090194,0.6196176283052847,-0.02992612929626527,-0.04253776835058537,-0.0175405879166158,0,0
bal_acc,LGB (default),DT,0.5896914990090194,0.6157896373458372,-0.026098138336817883,-0.053141531851268575,2.7848512461981574e-4,0.027,0.054
bal_acc,LGB (default),LGB (tuned),0.5896914990090194,0.586916696000842,0.0027748030081774402,-0.003045095561046232,0.008229396890335871,0.836,0.328
bal_acc,LGB (default),LR,0.5896914990090194,0.6338292854408476,-0.04413778643182824,-0.0653035794826763,-0.022069242870140504,0,0
bal_acc,LGB (default),RF (default),0.5896914990090194,0.5776772020554244,0.012014296953594957,0.0019461996175156183,0.022691816105779205,0.99,0.02
bal_acc,LGB (default),RF (tuned),0.5896914990090194,0.577660400157234,0.012031098851785372,-0.020594531764117394,0.046242026585250756,0.761,0.478
bal_acc,LGB (default),Transformer,0.5896914990090194,0.5972668221777979,-0.0075753231687785035,-0.029509657655525684,0.01492507871609561,0.26,0.52
bal_acc,LGB (default),XGB (default),0.5896914990090194,0.6153074147476287,-0.025615915738609357,-0.03852999395944728,-0.01419848925743819,0,0
bal_acc,LGB (default),XGB (tuned),0.5896914990090194,0.6424139355233309,-0.052722436514311605,-0.0858082208068762,-0.01625282051308424,0.004,0.008
bal_acc,LGB (tuned),Attention (default),0.586916696000842,0.609466027473371,-0.022549331472529015,-0.04217275126545369,7.517839770213214e-4,0.027,0.054
bal_acc,LGB (tuned),Attention (tuned),0.586916696000842,0.6196176283052847,-0.03270093230444271,-0.04742896289786931,-0.01754839587863431,0,0
bal_acc,LGB (tuned),DT,0.586916696000842,0.6157896373458372,-0.028872941344995316,-0.05580060437973493,-0.002431533635262324,0.019,0.038
bal_acc,LGB (tuned),LGB (default),0.586916696000842,0.5896914990090194,-0.0027748030081774402,-0.00800139407458779,0.002845989533846942,0.153,0.306
bal_acc,LGB (tuned),LR,0.586916696000842,0.6338292854408476,-0.046912589440005675,-0.06727893561511061,-0.02383885278769413,0,0
bal_acc,LGB (tuned),RF (default),0.586916696000842,0.5776772020554244,0.00923949394541752,-4.314441938625637e-4,0.01940667238593622,0.966,0.068
bal_acc,LGB (tuned),RF (tuned),0.586916696000842,0.577660400157234,0.009256295843607942,-0.02144863263667311,0.04219152248354946,0.701,0.598
bal_acc,LGB (tuned),Transformer,0.586916696000842,0.5972668221777979,-0.010350126176955942,-0.033077745990474285,0.01397288073850325,0.2,0.4
bal_acc,LGB (tuned),XGB (default),0.586916696000842,0.6153074147476287,-0.028390718746786798,-0.04183232717218137,-0.01325772344205672,0,0
bal_acc,LGB (tuned),XGB (tuned),0.586916696000842,0.6424139355233309,-0.055497239522489035,-0.08856495801446947,-0.015874610795583284,0.005,0.01
bal_acc,LR,Attention (default),0.6338292854408476,0.609466027473371,0.02436325796747666,0.007425658344006179,0.041977433530977666,1,0
bal_acc,LR,Attention (tuned),0.6338292854408476,0.6196176283052847,0.01421165713556297,-0.005499515644905224,0.03428710376113327,0.924,0.152
bal_acc,LR,DT,0.6338292854408476,0.6157896373458372,0.01803964809501036,0.0010336075997789955,0.038175846563213205,0.979,0.042
bal_acc,LR,LGB (default),0.6338292854408476,0.5896914990090194,0.04413778643182824,0.021757495739228937,0.06597166743763792,1,0
bal_acc,LR,LGB (tuned),0.6338292854408476,0.586916696000842,0.046912589440005675,0.02250643450671137,0.06916733729553025,1,0
bal_acc,LR,RF (default),0.6338292854408476,0.5776772020554244,0.0561520833854232,0.02838305878765527,0.0837038389467691,1,0
bal_acc,LR,RF (tuned),0.6338292854408476,0.577660400157234,0.056168885283613613,0.02397968680328222,0.0893608948185632,1,0
bal_acc,LR,Transformer,0.6338292854408476,0.5972668221777979,0.03656246326304974,0.020588676747121146,0.053868967341928274,1,0
bal_acc,LR,XGB (default),0.6338292854408476,0.6153074147476287,0.01852187069321888,0.0019522635509885786,0.03465098428820277,0.987,0.026
bal_acc,LR,XGB (tuned),0.6338292854408476,0.6424139355233309,-0.00858465008248336,-0.04981383260079714,0.033017369657331985,0.34,0.68
bal_acc,RF (default),Attention (default),0.5776772020554244,0.609466027473371,-0.03178882541794653,-0.052545726149780994,-0.008752391863430378,0.007,0.014
bal_acc,RF (default),Attention (tuned),0.5776772020554244,0.6196176283052847,-0.041940426249860226,-0.0577751913156162,-0.026548690326405635,0,0
bal_acc,RF (default),DT,0.5776772020554244,0.6157896373458372,-0.03811243529041284,-0.06699482480392305,-0.01098411998476442,0.003,0.006
bal_acc,RF (default),LGB (default),0.5776772020554244,0.5896914990090194,-0.012014296953594957,-0.022700872851213076,-0.0022226763792934155,0.007,0.014
bal_acc,RF (default),LGB (tuned),0.5776772020554244,0.586916696000842,-0.00923949394541752,-0.019025645474328785,2.9192722276952536e-4,0.028,0.056
bal_acc,RF (default),LR,0.5776772020554244,0.6338292854408476,-0.0561520833854232,-0.08196652400265668,-0.029399873246119774,0,0
bal_acc,RF (default),RF (tuned),0.5776772020554244,0.577660400157234,1.6801898190416138e-5,-0.030639651265362215,0.02971386760376679,0.501,0.998
bal_acc,RF (default),Transformer,0.5776772020554244,0.5972668221777979,-0.01958962012237346,-0.0462472563456362,0.006490554890654944,0.075,0.15
bal_acc,RF (default),XGB (default),0.5776772020554244,0.6153074147476287,-0.03763021269220431,-0.05614131166230623,-0.01930993977382101,0,0
bal_acc,RF (default),XGB (tuned),0.5776772020554244,0.6424139355233309,-0.06473673346790655,-0.09479956889291041,-0.027260277871702304,0,0
bal_acc,RF (tuned),Attention (default),0.577660400157234,0.609466027473371,-0.03180562731613695,-0.065064031464663,2.547027118762036e-4,0.026,0.052
bal_acc,RF (tuned),Attention (tuned),0.577660400157234,0.6196176283052847,-0.041957228148050654,-0.07830582569891265,-0.0056081282097254345,0.009,0.018
bal_acc,RF (tuned),DT,0.577660400157234,0.6157896373458372,-0.038129237188603254,-0.07091650837923354,-0.008639769319464202,0.007,0.014
bal_acc,RF (tuned),LGB (default),0.577660400157234,0.5896914990090194,-0.012031098851785372,-0.044155390517935864,0.021932580290149602,0.254,0.508
bal_acc,RF (tuned),LGB (tuned),0.577660400157234,0.586916696000842,-0.009256295843607942,-0.041393019405149015,0.023866661169808935,0.281,0.562
bal_acc,RF (tuned),LR,0.577660400157234,0.6338292854408476,-0.056168885283613613,-0.08829021196597167,-0.023381793298913683,0,0
bal_acc,RF (tuned),RF (default),0.577660400157234,0.5776772020554244,-1.6801898190416138e-5,-0.029028738509720476,0.03114949149095936,0.508,0.984
bal_acc,RF (tuned),Transformer,0.577660400157234,0.5972668221777979,-0.019606422020563875,-0.06365229939608742,0.016390208982694863,0.165,0.33
bal_acc,RF (tuned),XGB (default),0.577660400157234,0.6153074147476287,-0.03764701459039474,-0.07142524458120458,-0.004369570190124799,0.012,0.024
bal_acc,RF (tuned),XGB (tuned),0.577660400157234,0.6424139355233309,-0.06475353536609699,-0.09321260201581334,-0.03685523615568537,0,0
bal_acc,Transformer,Attention (default),0.5972668221777979,0.609466027473371,-0.012199205295573076,-0.02745480494691234,0.0030548799832369666,0.06,0.12
bal_acc,Transformer,Attention (tuned),0.5972668221777979,0.6196176283052847,-0.022350806127486765,-0.03864897098595718,-0.006748626165987499,0.002,0.004
bal_acc,Transformer,DT,0.5972668221777979,0.6157896373458372,-0.01852281516803938,-0.03917859432254809,0.00534511564808338,0.068,0.136
bal_acc,Transformer,LGB (default),0.5972668221777979,0.5896914990090194,0.0075753231687785035,-0.014038652335226826,0.027259594022024148,0.776,0.448
bal_acc,Transformer,LGB (tuned),0.5972668221777979,0.586916696000842,0.010350126176955942,-0.013787584232867309,0.03290388095773972,0.793,0.414
bal_acc,Transformer,LR,0.5972668221777979,0.6338292854408476,-0.03656246326304974,-0.05288657394244628,-0.018912905085336832,0,0
bal_acc,Transformer,RF (default),0.5972668221777979,0.5776772020554244,0.01958962012237346,-0.006440838985569054,0.04596342642322032,0.929,0.142
bal_acc,Transformer,RF (tuned),0.5972668221777979,0.577660400157234,0.019606422020563875,-0.016207519159327676,0.060572725341118676,0.832,0.336
bal_acc,Transformer,XGB (default),0.5972668221777979,0.6153074147476287,-0.018040592569830854,-0.0315773735349374,-0.0029114243440117532,0.009,0.018
bal_acc,Transformer,XGB (tuned),0.5972668221777979,0.6424139355233309,-0.0451471133455331,-0.08704681665833353,0.001610077999242727,0.027,0.054
bal_acc,XGB (default),Attention (default),0.6153074147476287,0.609466027473371,0.005841387274257779,-0.007874028601447963,0.019494076955687098,0.782,0.436
bal_acc,XGB (default),Attention (tuned),0.6153074147476287,0.6196176283052847,-0.004310213557655913,-0.016931915201997313,0.006554347821614469,0.228,0.456
bal_acc,XGB (default),DT,0.6153074147476287,0.6157896373458372,-4.8222259820852284e-4,-0.021121819738783576,0.02026257591786689,0.465,0.93
bal_acc,XGB (default),LGB (default),0.6153074147476287,0.5896914990090194,0.025615915738609357,0.012548651341625241,0.03763222210037325,1,0
bal_acc,XGB (default),LGB (tuned),0.6153074147476287,0.586916696000842,0.028390718746786798,0.013803524056137132,0.04114928871817684,1,0
bal_acc,XGB (default),LR,0.6153074147476287,0.6338292854408476,-0.01852187069321888,-0.03600477959180456,-0.0029259769948362623,0.012,0.024
bal_acc,XGB (default),RF (default),0.6153074147476287,0.5776772020554244,0.03763021269220431,0.019526227245589663,0.05577870139248665,1,0
bal_acc,XGB (default),RF (tuned),0.6153074147476287,0.577660400157234,0.03764701459039474,0.00549472355286854,0.07330234118325936,0.987,0.026
bal_acc,XGB (default),Transformer,0.6153074147476287,0.5972668221777979,0.018040592569830854,0.004567324013616784,0.03130715616189163,0.994,0.012
bal_acc,XGB (default),XGB (tuned),0.6153074147476287,0.6424139355233309,-0.02710652077570225,-0.06375784044889869,0.014412409770949377,0.104,0.208
bal_acc,XGB (tuned),Attention (default),0.6424139355233309,0.609466027473371,0.03294790804996002,-0.009680885162163344,0.06934405071140173,0.938,0.124
bal_acc,XGB (tuned),Attention (tuned),0.6424139355233309,0.6196176283052847,0.022796307218046336,-0.021633568301785887,0.061117926196343667,0.872,0.256
bal_acc,XGB (tuned),DT,0.6424139355233309,0.6157896373458372,0.02662429817749372,-0.012633910367569397,0.06125122306105362,0.916,0.168
bal_acc,XGB (tuned),LGB (default),0.6424139355233309,0.5896914990090194,0.052722436514311605,0.015206118904910844,0.08975218408310584,0.997,0.006
bal_acc,XGB (tuned),LGB (tuned),0.6424139355233309,0.586916696000842,0.055497239522489035,0.014993177765623597,0.09032413243831731,0.995,0.01
bal_acc,XGB (tuned),LR,0.6424139355233309,0.6338292854408476,0.00858465008248336,-0.032945396280974835,0.05280821766385542,0.679,0.642
bal_acc,XGB (tuned),RF (default),0.6424139355233309,0.5776772020554244,0.06473673346790655,0.029684298803787337,0.09712027469878964,1,0
bal_acc,XGB (tuned),RF (tuned),0.6424139355233309,0.577660400157234,0.06475353536609699,0.037263138962562614,0.09350080854089907,1,0
bal_acc,XGB (tuned),Transformer,0.6424139355233309,0.5972668221777979,0.0451471133455331,-0.0016961105817093352,0.08800905911780645,0.972,0.056
bal_acc,XGB (tuned),XGB (default),0.6424139355233309,0.6153074147476287,0.02710652077570225,-0.011112446899930604,0.06337792639463674,0.923,0.154
auc,Attention (default),Attention (tuned),0.6424743201873028,0.669018109567849,-0.026543789380546294,-0.04719200406111642,-0.011552465893012677,0,0
auc,Attention (default),DT,0.6424743201873028,0.6493520645433802,-0.0068777443560775415,-0.03421530211153986,0.018875250479799353,0.303,0.606
auc,Attention (default),LGB (default),0.6424743201873028,0.6911813094401609,-0.04870698925285813,-0.06709371918943069,-0.028848819128018514,0,0
auc,Attention (default),LGB (tuned),0.6424743201873028,0.6956890004480711,-0.053214680260768456,-0.07427989264217533,-0.028421089052138793,0,0
auc,Attention (default),LR,0.6424743201873028,0.697409695539364,-0.05493537535206129,-0.08282902119532536,-0.029047010835782882,0,0
auc,Attention (default),RF (default),0.6424743201873028,0.6997190741347145,-0.05724475394741174,-0.08015638948114893,-0.03153328378328799,0,0
auc,Attention (default),RF (tuned),0.6424743201873028,0.6913806972321479,-0.04890637704484515,-0.09234586718515359,-4.3598726479828176e-4,0.024,0.048
auc,Attention (default),Transformer,0.6424743201873028,0.6455326519812696,-0.003058331793966939,-0.022306118807129766,0.015666104473386268,0.381,0.762
auc,Attention (default),XGB (default),0.6424743201873028,0.6932224749145043,-0.05074815472720154,-0.0709942913809114,-0.029660290224212096,0,0
auc,Attention (default),XGB (tuned),0.6424743201873028,0.7120839514106981,-0.06960963122339543,-0.11741752624885458,-0.018357513031734544,0.006,0.012
auc,Attention (tuned),Attention (default),0.669018109567849,0.6424743201873028,0.026543789380546294,0.009906744023025413,0.04642460497224273,1,0
auc,Attention (tuned),DT,0.669018109567849,0.6493520645433802,0.019666045024468753,-0.005816768004156559,0.04236374023944883,0.937,0.126
auc,Attention (tuned),LGB (default),0.669018109567849,0.6911813094401609,-0.022163199872311835,-0.042867582404456525,-0.002087821554414472,0.011,0.022
auc,Attention (tuned),LGB (tuned),0.669018109567849,0.6956890004480711,-0.02667089088022216,-0.04850232320636129,-0.005857392220585187,0.009,0.018
auc,Attention (tuned),LR,0.669018109567849,0.697409695539364,-0.028391585971514994,-0.05621757581205768,-0.005435313548867558,0.005,0.01
auc,Attention (tuned),RF (default),0.669018109567849,0.6997190741347145,-0.030700964566865448,-0.049695831661921284,-0.011043857734223403,0.001,0.002
auc,Attention (tuned),RF (tuned),0.669018109567849,0.6913806972321479,-0.022362587664298852,-0.07279045902800124,0.03159662683457632,0.187,0.374
auc,Attention (tuned),Transformer,0.669018109567849,0.6455326519812696,0.023485457586579363,0.0019197780372937942,0.04654801549006243,0.984,0.032
auc,Attention (tuned),XGB (default),0.669018109567849,0.6932224749145043,-0.024204365346655245,-0.04543079703569057,-0.003003557645555789,0.009,0.018
auc,Attention (tuned),XGB (tuned),0.669018109567849,0.7120839514106981,-0.04306584184284914,-0.0925601875374756,0.01367882846875293,0.067,0.134
auc,DT,Attention (default),0.6493520645433802,0.6424743201873028,0.0068777443560775415,-0.019941051232729406,0.03276778183855168,0.646,0.708
auc,DT,Attention (tuned),0.6493520645433802,0.669018109567849,-0.019666045024468753,-0.044244112555905456,0.002099467340091071,0.039,0.078
auc,DT,LGB (default),0.6493520645433802,0.6911813094401609,-0.04182924489678059,-0.06882327913994381,-0.01485180905586388,0.001,0.002
auc,DT,LGB (tuned),0.6493520645433802,0.6956890004480711,-0.046336935904690915,-0.07683731289682019,-0.02110202262264345,0.001,0.002
auc,DT,LR,0.6493520645433802,0.697409695539364,-0.04805763099598375,-0.0703504352216108,-0.028385082051010275,0,0
auc,DT,RF (default),0.6493520645433802,0.6997190741347145,-0.05036700959133421,-0.0761994503584725,-0.0227575645973622,0,0
auc,DT,RF (tuned),0.6493520645433802,0.6913806972321479,-0.04202863268876761,-0.0923981770442367,0.012804835605768955,0.066,0.132
auc,DT,Transformer,0.6493520645433802,0.6455326519812696,0.003819412562110607,-0.022677349101245844,0.03159019556040275,0.615,0.77
auc,DT,XGB (default),0.6493520645433802,0.6932224749145043,-0.043870410371124,-0.07024552966628989,-0.01894731234347469,0,0
auc,DT,XGB (tuned),0.6493520645433802,0.7120839514106981,-0.0627318868673179,-0.10795540224220425,-0.010250629813207637,0.014,0.028
auc,LGB (default),Attention (default),0.6911813094401609,0.6424743201873028,0.04870698925285813,0.029407816562694353,0.06793523524361111,1,0
auc,LGB (default),Attention (tuned),0.6911813094401609,0.669018109567849,0.022163199872311835,0.0014960819979529664,0.04404580427826114,0.982,0.036
auc,LGB (default),DT,0.6911813094401609,0.6493520645433802,0.04182924489678059,0.016543712466778427,0.06791669350801464,1,0
auc,LGB (default),LGB (tuned),0.6911813094401609,0.6956890004480711,-0.004507691007910328,-0.011995127651321245,0.003143139396510711,0.117,0.234
auc,LGB (default),LR,0.6911813094401609,0.697409695539364,-0.006228386099203165,-0.031499047729853985,0.01885038203503789,0.323,0.646
auc,LGB (default),RF (default),0.6911813094401609,0.6997190741347145,-0.008537764694553614,-0.020842322537315754,0.0033214572652930673,0.088,0.176
auc,LGB (default),RF (tuned),0.6911813094401609,0.6913806972321479,-1.9938779198701583e-4,-0.049553897191592554,0.05338594106898703,0.494,0.988
auc,LGB (default),Transformer,0.6911813094401609,0.6455326519812696,0.0456486574588912,0.026708605479107063,0.06409603807936047,1,0
auc,LGB (default),XGB (default),0.6911813094401609,0.6932224749145043,-0.0020411654743434093,-0.006950489220792852,0.0029681078050438157,0.231,0.462
auc,LGB (default),XGB (tuned),0.6911813094401609,0.7120839514106981,-0.020902641970537303,-0.07076976433799641,0.036112475988393886,0.207,0.414
auc,LGB (tuned),Attention (default),0.6956890004480711,0.6424743201873028,0.053214680260768456,0.029411902052693135,0.07616545792073665,1,0
auc,LGB (tuned),Attention (tuned),0.6956890004480711,0.669018109567849,0.02667089088022216,0.005641736146374719,0.04910137723087266,0.994,0.012
auc,LGB (tuned),DT,0.6956890004480711,0.6493520645433802,0.046336935904690915,0.019788461373919906,0.07268034966251025,1,0
auc,LGB (tuned),LGB (default),0.6956890004480711,0.6911813094401609,0.004507691007910328,-0.003096705022729706,0.011896433451616029,0.883,0.234
auc,LGB (tuned),LR,0.6956890004480711,0.697409695539364,-0.0017206950912928383,-0.02883128669164515,0.02385016390371989,0.463,0.926
auc,LGB (tuned),RF (default),0.6956890004480711,0.6997190741347145,-0.004030073686643285,-0.012982088365938357,0.005415020059062071,0.2,0.4
auc,LGB (tuned),RF (tuned),0.6956890004480711,0.6913806972321479,0.00430830321592331,-0.04558810463284941,0.05918674982631997,0.54,0.92
auc,LGB (tuned),Transformer,0.6956890004480711,0.6455326519812696,0.05015634846680152,0.03067550907029167,0.06984560695251349,1,0
auc,LGB (tuned),XGB (default),0.6956890004480711,0.6932224749145043,0.0024665255335669218,-0.005471320487611486,0.010467787724108894,0.739,0.522
auc,LGB (tuned),XGB (tuned),0.6956890004480711,0.7120839514106981,-0.016394950962626977,-0.06855278134106209,0.042011145548149324,0.255,0.51
auc,LR,Attention (default),0.697409695539364,0.6424743201873028,0.05493537535206129,0.030490632342532197,0.08073406597720144,1,0
auc,LR,Attention (tuned),0.697409695539364,0.669018109567849,0.028391585971514994,0.006987212060024771,0.056181553572201094,0.997,0.006
auc,LR,DT,0.697409695539364,0.6493520645433802,0.04805763099598375,0.028518584800353117,0.06876490546473854,1,0
auc,LR,LGB (default),0.697409695539364,0.6911813094401609,0.006228386099203165,-0.01713039462890216,0.03161328004009784,0.672,0.656
auc,LR,LGB (tuned),0.697409695539364,0.6956890004480711,0.0017206950912928383,-0.022682641644492973,0.028040428738920396,0.553,0.894
auc,LR,RF (default),0.697409695539364,0.6997190741347145,-0.0023093785953504503,-0.026218713739859466,0.024852880573185524,0.411,0.822
auc,LR,RF (tuned),0.697409695539364,0.6913806972321479,0.006028998307216139,-0.039875599791598784,0.06013432449614648,0.573,0.854
auc,LR,Transformer,0.697409695539364,0.6455326519812696,0.05187704355809436,0.02950313866899605,0.07417088245431118,1,0
auc,LR,XGB (default),0.697409695539364,0.6932224749145043,0.004187220624859757,-0.0195092679919995,0.029895278569109916,0.603,0.794
auc,LR,XGB (tuned),0.697409695539364,0.7120839514106981,-0.014674255871334148,-0.0663803748548705,0.03560078802216271,0.283,0.566
auc,RF (default),Attention (default),0.6997190741347145,0.6424743201873028,0.05724475394741174,0.03160458514586402,0.08103807512988732,1,0
auc,RF (default),Attention (tuned),0.6997190741347145,0.669018109567849,0.030700964566865448,0.011018935325350424,0.0506935155869055,1,0
auc,RF (default),DT,0.6997190741347145,0.6493520645433802,0.05036700959133421,0.022850712512563577,0.07828593619695279,1,0
auc,RF (default),LGB (default),0.6997190741347145,0.6911813094401609,0.008537764694553614,-0.004621458907349026,0.02023398534829086,0.91,0.18
auc,RF (default),LGB (tuned),0.6997190741347145,0.6956890004480711,0.004030073686643285,-0.004814974121064868,0.012713043433421065,0.814,0.372
auc,RF (default),LR,0.6997190741347145,0.697409695539364,0.0023093785953504503,-0.023915878030015752,0.027394386953141593,0.563,0.874
auc,RF (default),RF (tuned),0.6997190741347145,0.6913806972321479,0.008338376902566598,-0.04079018624089172,0.06239251253537326,0.594,0.812
auc,RF (default),Transformer,0.6997190741347145,0.6455326519812696,0.05418642215344481,0.032195628104036256,0.07813987586849559,1,0
auc,RF (default),XGB (default),0.6997190741347145,0.6932224749145043,0.0064965992202102064,-0.0059862129498141296,0.018815160674061464,0.849,0.302
auc,RF (default),XGB (tuned),0.6997190741347145,0.7120839514106981,-0.012364877275983698,-0.06078965314977143,0.039661286399332224,0.29,0.58
auc,RF (tuned),Attention (default),0.6913806972321479,0.6424743201873028,0.04890637704484515,6.884869338885882e-4,0.09927440411701621,0.976,0.048
auc,RF (tuned),Attention (tuned),0.6913806972321479,0.669018109567849,0.022362587664298852,-0.031118919638104217,0.07383712367398024,0.783,0.434
auc,RF (tuned),DT,0.6913806972321479,0.6493520645433802,0.04202863268876761,-0.0059418188323356385,0.08887848704967152,0.95,0.1
auc,RF (tuned),LGB (default),0.6913806972321479,0.6911813094401609,1.9938779198701583e-4,-0.046440072018558425,0.0471894955973669,0.555,0.89
auc,RF (tuned),LGB (tuned),0.6913806972321479,0.6956890004480711,-0.00430830321592331,-0.04959203111899549,0.042250462368552615,0.455,0.91
auc,RF (tuned),LR,0.6913806972321479,0.697409695539364,-0.006028998307216139,-0.060347382769457204,0.042474489030434,0.365,0.73
auc,RF (tuned),RF (default),0.6913806972321479,0.6997190741347145,-0.008338376902566598,-0.06336034664320093,0.04036928085663187,0.353,0.706
auc,RF (tuned),Transformer,0.6913806972321479,0.6455326519812696,0.04584804525087821,-0.009457618390965886,0.09441413948925974,0.954,0.092
auc,RF (tuned),XGB (default),0.6913806972321479,0.6932224749145043,-0.0018417776823563931,-0.05577830271553128,0.04453178309537019,0.472,0.944
auc,RF (tuned),XGB (tuned),0.6913806972321479,0.7120839514106981,-0.020703254178550283,-0.03302175490234094,-0.009270615504130053,0,0
auc,Transformer,Attention (default),0.6455326519812696,0.6424743201873028,0.003058331793966939,-0.016311896389213133,0.021675673500526776,0.644,0.712
auc,Transformer,Attention (tuned),0.6455326519812696,0.669018109567849,-0.023485457586579363,-0.04617534195305966,-5.987925913119685e-4,0.023,0.046
auc,Transformer,DT,0.6455326519812696,0.6493520645433802,-0.003819412562110607,-0.028490817134376623,0.02425722624764421,0.397,0.794
auc,Transformer,LGB (default),0.6455326519812696,0.6911813094401609,-0.0456486574588912,-0.0638299255818971,-0.027869134367652218,0,0
auc,Transformer,LGB (tuned),0.6455326519812696,0.6956890004480711,-0.05015634846680152,-0.06870321315349051,-0.030370495976011942,0,0
auc,Transformer,LR,0.6455326519812696,0.697409695539364,-0.05187704355809436,-0.07803981209010144,-0.029892246997405895,0,0
auc,Transformer,RF (default),0.6455326519812696,0.6997190741347145,-0.05418642215344481,-0.07618763953830847,-0.03225113676946166,0,0
auc,Transformer,RF (tuned),0.6455326519812696,0.6913806972321479,-0.04584804525087821,-0.09507689345080424,0.007576243365069122,0.04,0.08
auc,Transformer,XGB (default),0.6455326519812696,0.6932224749145043,-0.04768982293323461,-0.06600066586084467,-0.028047586290479112,0,0
auc,Transformer,XGB (tuned),0.6455326519812696,0.7120839514106981,-0.0665512994294285,-0.11568949255124344,-0.017769340338517365,0.005,0.01
auc,XGB (default),Attention (default),0.6932224749145043,0.6424743201873028,0.05074815472720154,0.03017235727220514,0.0711516819921228,1,0
auc,XGB (default),Attention (tuned),0.6932224749145043,0.669018109567849,0.024204365346655245,0.003895205479196324,0.0470600356579874,0.987,0.026
auc,XGB (default),DT,0.6932224749145043,0.6493520645433802,0.043870410371124,0.018063090219974456,0.07150788558741737,1,0
auc,XGB (default),LGB (default),0.6932224749145043,0.6911813094401609,0.0020411654743434093,-0.002947246722802334,0.007025611523530423,0.775,0.45
auc,XGB (default),LGB (tuned),0.6932224749145043,0.6956890004480711,-0.0024665255335669218,-0.010028575748410483,0.005422415373663216,0.256,0.512
auc,XGB (default),LR,0.6932224749145043,0.697409695539364,-0.004187220624859757,-0.02807948058447886,0.021774315102122275,0.38,0.76
auc,XGB (default),RF (default),0.6932224749145043,0.6997190741347145,-0.0064965992202102064,-0.01905773928344285,0.00671520412834046,0.176,0.352
auc,XGB (default),RF (tuned),0.6932224749145043,0.6913806972321479,0.0018417776823563931,-0.04485655562184291,0.059845558209990955,0.499,0.998
auc,XGB (default),Transformer,0.6932224749145043,0.6455326519812696,0.04768982293323461,0.029867427370205427,0.06612364482213418,1,0
auc,XGB (default),XGB (tuned),0.6932224749145043,0.7120839514106981,-0.018861476496193894,-0.06496496387722221,0.033577650317938044,0.236,0.472
auc,XGB (tuned),Attention (default),0.7120839514106981,0.6424743201873028,0.06960963122339543,0.012973202584084792,0.11963397441378168,0.993,0.014
auc,XGB (tuned),Attention (tuned),0.7120839514106981,0.669018109567849,0.04306584184284914,-0.010284418008123837,0.09534923355962692,0.948,0.104
auc,XGB (tuned),DT,0.7120839514106981,0.6493520645433802,0.0627318868673179,0.011840539340613975,0.11011109499111782,0.992,0.016
